Previous_Fraud_Reports,Fraudulent,Month,Day,Transaction_Amount_Standardized,Transaction_Location_Online,Device_Type_POS,Device_Type_Web,Transaction_Type_Debit,Time_of_Day_non-night,Interaction_Term_time_day_location
0,0,7,15,-1.2877053830607161,0,0,0,1,1,0
0,1,6,20,0.38762837578567055,1,1,0,0,1,1
0,0,4,25,-1.5886445614828384,1,0,1,1,1,1
0,1,5,25,0.3050359621140723,0,0,1,1,0,0
0,1,8,20,0.8020351184935388,0,0,0,0,0,0
0,1,10,19,1.0264238786066155,0,0,0,1,0,0
0,0,4,11,1.0528125705083171,1,0,0,1,1,1
1,1,11,3,1.4801867378962523,1,0,0,0,1,1
2,1,9,19,-0.707760439427667,0,0,0,1,1,0
0,1,2,1,-1.7171547541310879,1,0,1,1,0,0
0,1,2,11,1.6886875446075695,1,0,1,0,1,1
0,1,12,8,-0.3603353127402133,1,0,1,1,0,0
0,1,4,3,-0.7331617639679421,1,0,0,1,0,0
0,1,12,24,0.10993563594309641,1,0,0,0,1,1
2,1,3,14,-1.3478377875950254,1,0,1,1,1,1
0,1,11,14,1.3298228143150983,1,0,0,0,1,1
0,0,7,27,-1.5793806305198408,0,0,0,1,1,0
0,1,10,6,0.8525848629516886,0,0,0,1,1,0
0,1,4,15,0.19753071091258861,1,0,1,1,1,1
0,1,3,29,-1.6205347950334699,1,1,0,0,1,1
0,0,10,27,-0.03799624592675465,0,0,1,1,1,0
0,1,12,18,1.1371822454304832,1,0,1,0,1,1
1,0,5,10,-1.6315136272031554,1,1,0,1,1,1
1,0,12,21,0.2538071860670114,1,0,1,1,1,1
1,1,7,11,-0.49136069382493847,1,0,0,1,1,1
0,1,1,15,-1.2632775680943384,1,0,0,1,0,0
3,0,1,8,-0.7713365041628809,0,0,0,0,1,0
0,1,8,23,1.4356200932036585,0,0,0,1,1,0
1,0,11,5,-0.8120645417099996,1,0,0,1,1,1
0,1,1,4,1.3652848926012764,1,0,0,0,1,1
0,1,11,20,0.4813763084179463,1,0,1,1,1,1
0,1,3,19,-1.1874442902899085,1,0,1,1,0,0
0,0,12,27,-1.6727578673357215,0,0,0,0,1,0
2,1,4,23,1.2699225277218964,0,0,1,1,1,0
0,1,3,1,0.8687153276352022,1,0,0,0,1,1
1,1,5,23,0.6521458241352458,1,0,1,1,1,1
0,1,2,27,-1.1047029054023756,0,0,0,0,0,0
0,1,2,18,0.05395710322054249,1,0,0,0,0,0
0,1,11,18,-0.3309879832011147,1,0,1,0,1,1
0,1,10,25,-0.5576736715970888,1,0,0,1,0,0
1,1,9,7,1.635781976269525,0,1,0,1,1,0
0,1,2,5,-1.204135995368338,0,0,0,1,0,0
0,1,12,9,1.2260245212775662,1,0,1,0,0,0
3,1,1,14,1.539383741772368,1,0,0,1,1,1
0,1,10,10,0.5876239654011918,0,0,0,1,1,0
0,1,12,21,-0.6826016261691457,1,0,1,1,0,0
0,1,4,21,-0.7170416926250752,1,0,0,0,1,1
5,0,2,16,-0.3195726307242725,1,0,1,0,0,0
0,0,8,2,-0.650170938904891,0,0,0,0,1,0
0,1,9,6,1.2074724082233965,1,0,1,1,0,0
1,1,7,12,-0.11856195817226728,0,0,1,0,1,0
0,1,9,9,0.34408374292332505,0,0,1,1,1,0
1,1,10,11,0.8061578102833542,1,0,1,1,1,1
0,1,10,8,-1.4712794944546195,1,0,1,1,0,0
0,0,10,10,0.699972513343988,0,0,1,0,1,0
2,1,3,3,0.9397226309327308,1,0,0,1,0,0
0,1,1,30,1.7188801991859244,1,0,1,1,1,1
5,0,2,27,0.782956409513275,1,0,1,1,1,1
2,0,4,14,-0.3787765634941527,0,0,0,0,1,0
1,0,9,15,-1.1974911862482824,1,0,0,1,1,1
0,1,1,10,1.1904827607130983,1,1,0,1,1,1
1,1,7,8,1.3787477331854976,0,0,0,1,1,0
0,1,10,24,0.029037336796892774,1,0,0,1,0,0
0,1,11,9,1.2677988217831093,0,0,1,0,0,0
4,0,1,27,-1.686629512652042,1,0,0,1,1,1
1,1,4,10,1.6340116439127221,1,0,0,0,1,1
1,1,7,18,-1.5779047761480247,1,0,1,0,0,0
0,0,7,29,0.1706292808723219,1,1,0,0,1,1
0,0,1,14,-0.6375811389349837,1,0,1,0,1,1
0,1,3,11,0.7087133128277736,1,0,1,1,1,1
0,1,10,17,1.6718849772289097,1,0,0,0,1,1
1,0,2,14,-1.522262294773044,0,0,1,1,1,0
0,0,7,28,0.011451804422856385,1,0,1,0,1,1
0,1,1,22,1.3658669196774857,1,0,0,0,1,1
3,1,10,16,0.7258831115759463,1,0,1,1,0,0
0,1,3,13,-0.18631614584741185,0,0,0,0,1,0
1,1,6,26,-0.08762791196112209,0,0,1,1,1,0
0,1,4,9,-0.665241282842452,1,0,1,0,0,0
2,0,7,18,1.5850278294453253,1,0,0,0,1,1
0,1,8,28,1.5360474794248116,1,0,1,0,1,1
3,1,1,27,0.7150809661972534,1,0,1,0,1,1
0,1,12,25,-0.4855785319785501,1,0,1,0,0,0
0,1,2,20,-0.06052900844856989,0,0,0,0,0,0
2,1,1,1,1.648631609755597,0,0,1,0,0,0
0,0,5,27,-0.5414358090602271,1,0,1,1,0,0
1,0,4,4,-0.8103115315876075,1,0,1,1,1,1
2,1,10,9,1.313377084965305,0,0,1,1,1,0
0,1,3,5,0.23163819046782705,1,1,0,1,1,1
0,1,11,27,-0.2747080435998096,1,1,0,0,0,0
1,1,6,14,0.9395979108449715,1,0,0,0,1,1
1,1,11,22,-0.858456949909512,0,0,1,1,0,0
0,0,6,16,-1.4296195206961895,1,0,0,1,1,1
3,1,1,28,0.9817290493793805,0,0,0,1,1,0
1,1,3,29,-0.3616136936397442,1,0,1,1,1,1
1,1,1,23,1.1278940633393102,0,0,0,1,1,0
1,1,11,12,1.0171738054311472,0,0,1,1,1,0
0,1,11,16,1.0175964679507754,1,1,0,1,0,0
0,0,9,20,1.0216221552278895,0,1,0,1,1,0
2,1,5,10,1.2996474819711543,0,0,0,0,1,0
2,1,4,6,0.9944401049901646,1,1,0,1,1,1
0,0,7,8,-1.7015508853736683,1,1,0,1,1,1
2,1,8,28,1.3415153225425163,1,0,1,0,1,1
0,1,5,28,-0.3801623422470318,1,0,0,1,1,1
1,1,9,14,1.0883681888603145,1,0,0,1,0,0
0,1,8,27,0.12257393816935458,0,0,0,1,0,0
1,1,10,5,1.1883451969867822,1,0,1,1,1,1
2,1,6,21,0.737655302081655,1,0,0,1,0,0
0,1,5,19,-1.0238357862781118,1,1,0,1,0,0
2,1,3,31,-0.4043684326129488,1,0,1,1,1,1
0,0,8,21,-0.8270967767318564,1,0,0,0,1,1
2,0,1,12,-0.4724413494012556,1,0,0,0,1,1
0,1,5,30,0.28347324471927227,0,0,1,0,1,0
1,0,8,11,-0.7812517511397313,0,0,0,1,1,0
0,1,7,14,0.19666113474515684,0,0,0,0,0,0
2,0,12,30,-1.6067809409111442,0,1,0,1,0,0
0,0,12,25,0.26823660733136595,0,0,1,1,1,0
0,1,8,30,-0.1812303378243452,1,0,1,1,1,1
0,1,12,10,0.8801826468152771,1,0,1,1,1,1
0,1,6,9,1.344456637945502,1,0,0,1,0,0
2,1,5,11,-1.1426905654656756,0,0,0,1,0,0
1,1,1,29,1.2798585613800402,1,0,1,1,1,1
1,1,9,3,1.2490284485753609,0,0,0,1,1,0
1,1,7,2,-0.6267097046186466,1,0,0,0,1,1
1,0,10,19,-0.9047419602556762,0,0,0,0,1,0
1,1,1,29,1.0750266039169702,1,0,1,1,1,1
0,1,8,4,1.1437092633565442,1,0,0,1,0,0
2,0,8,12,-1.44317590134623,1,0,0,1,0,0
0,1,6,1,1.4336903962902738,0,0,1,0,1,0
0,0,12,3,-1.6336165464606494,1,1,0,1,1,1
0,1,4,21,0.3810701778376698,1,0,0,0,0,0
0,0,6,24,-0.6755549412107552,1,1,0,1,1,1
0,0,2,5,-0.7312597826296154,0,0,0,0,1,0
0,1,4,17,0.7413795824800177,1,0,0,1,1,1
0,1,5,19,1.4364550249022683,0,1,0,1,1,0
0,1,2,9,0.6802355594561068,0,0,0,0,0,0
0,1,12,13,0.3050117109858967,1,0,0,1,0,0
2,1,2,21,0.31838794039806306,1,1,0,0,1,1
0,1,12,9,1.355199887727198,1,0,0,0,0,0
1,0,11,27,-1.6116173087586925,0,0,1,1,1,0
0,0,4,25,1.5102997101963167,0,0,1,0,1,0
5,0,10,31,1.4512516775361353,0,0,0,1,1,0
0,1,5,6,0.8843676986489722,0,0,0,1,0,0
0,1,7,18,0.7799076962569408,1,1,0,0,1,1
0,0,7,12,-1.1809172723638475,0,0,0,1,1,0
1,1,2,17,-0.19273923036700677,0,0,1,0,0,0
2,1,10,13,1.461603444820143,1,0,0,1,1,1
1,1,11,22,0.1810295504126799,0,0,1,1,0,0
0,1,3,16,1.50794042186954,0,0,0,1,1,0
0,1,3,1,-0.5610584362009962,0,1,0,1,0,0
0,1,1,24,1.6971719750220722,1,0,0,0,1,1
1,1,12,11,1.5046318750970407,1,1,0,0,1,1
0,1,1,26,-1.245989978152171,1,0,1,1,1,1
0,1,6,6,0.8716393208037772,1,0,1,0,1,1
0,1,12,16,-0.045614564620707794,1,0,0,0,1,1
1,1,11,2,0.20686393081322965,1,0,0,0,1,1
1,0,8,31,-1.5986290973973327,1,0,0,1,1,1
0,1,3,27,-0.4904183642729805,0,0,1,0,0,0
1,1,3,4,0.07543320944328731,0,1,0,1,0,0
0,0,5,11,0.9741245884729558,0,0,0,1,1,0
0,0,6,6,0.40122632979829737,1,0,0,1,1,1
1,1,2,1,0.9767922125722485,1,0,1,1,1,1
0,1,10,1,0.7608705606392633,1,0,1,1,0,0
0,1,9,6,1.681083083701145,1,0,0,0,0,0
0,1,6,6,1.7093217902379403,0,0,0,0,1,0
0,1,1,27,1.7284212858994976,1,1,0,0,0,0
0,1,10,10,-0.6942005943307442,0,1,0,1,1,0
0,1,12,26,0.001453410720832994,1,0,1,0,1,1
0,0,4,4,-0.7413794319725155,1,1,0,0,1,1
3,0,6,25,-0.33355860278770544,1,0,0,1,1,1
0,1,12,7,1.2711316196837834,1,0,0,1,1,1
0,0,1,28,0.12429230382292476,0,0,1,0,1,0
0,1,8,1,0.3081123909454638,0,0,1,0,0,0
0,0,4,28,-1.5243548206898914,0,0,1,0,1,0
0,1,11,2,0.8360906313455444,1,0,0,0,1,1
2,1,6,25,1.3518948054015814,0,0,0,0,1,0
1,1,2,11,-0.9328836622797698,1,0,1,1,1,1
0,0,2,13,-0.6936116383607707,0,0,1,1,1,0
0,1,12,5,-0.42754211780797063,1,0,1,0,1,1
0,1,9,23,1.5932143174279594,1,0,0,0,1,1
0,0,6,12,-1.3864317258627101,1,0,1,0,1,1
0,1,9,17,-0.2379952999891582,1,0,0,1,1,1
0,0,1,12,0.5400224652397926,1,1,0,1,1,1
0,1,12,1,0.07872443398137532,0,0,0,1,1,0
0,1,6,2,1.0718566350197591,1,0,1,0,1,1
1,1,9,17,-1.2559398695978434,1,0,0,0,1,1
0,0,9,13,-1.6071724234088327,1,0,1,1,1,1
1,1,4,21,0.5569324304718004,0,0,1,1,0,0
1,1,4,25,0.8363816448836491,1,0,1,1,1,1
1,0,9,22,0.7117724194247543,1,0,0,1,1,1
0,1,2,20,-0.04782834617843238,1,0,1,0,0,0
2,0,2,18,-1.4852481442836414,0,1,0,0,1,0
0,0,4,5,-1.404845261041592,1,0,1,1,1,1
0,0,6,7,0.48757766833708044,1,1,0,0,1,1
0,1,1,31,0.5861134665605536,0,0,0,1,1,0
0,1,10,2,1.6314098443041916,1,0,0,0,0,0
0,1,6,19,1.2057748292511197,1,0,0,0,1,1
0,0,4,14,-1.212454132332495,1,1,0,0,1,1
3,1,10,26,1.3946114354590815,1,0,0,1,1,1
0,1,8,9,0.23766286359596933,0,0,1,0,1,0
3,1,3,18,1.3255234357342907,1,0,0,1,1,1
0,1,12,16,0.0739261750495314,1,0,1,1,1,1
0,1,8,14,0.9260900324512819,0,0,0,0,1,0
0,1,9,4,1.321168626003368,1,0,1,1,0,0
4,0,1,7,-0.8692902753101449,0,0,1,1,1,0
0,1,2,2,1.1104505732874441,1,0,0,1,0,0
0,1,8,14,1.0208634413606883,0,0,0,0,0,0
2,1,2,13,0.12446899061391661,1,0,0,1,1,1
0,1,12,8,-1.020548026186906,1,0,1,1,1,1
0,1,5,2,1.2060727716829889,0,1,0,1,0,0
0,0,11,11,0.32000583709204955,1,1,0,0,1,1
0,1,4,27,-0.9385861418478676,0,0,0,0,0,0
0,1,1,7,-0.5763886136547219,1,0,1,1,1,1
0,0,4,10,1.62207662440355,0,0,0,0,1,0
0,0,2,8,-1.4437891084443788,0,0,1,1,1,0
0,0,1,16,0.15559704585046502,0,0,1,0,1,0
1,1,1,17,-0.7497114267242014,1,1,0,1,0,0
0,1,8,14,-1.5152190742615355,1,0,1,1,0,0
0,0,11,6,-1.0089144135564854,1,0,0,1,1,1
0,1,2,9,-1.0454989726324952,1,1,0,0,1,1
0,1,11,18,1.6271936124485566,0,0,1,0,0,0
0,0,8,20,-0.559935955411164,0,0,0,0,1,0
0,1,7,10,1.6828603449517128,1,0,1,1,1,1
0,1,6,4,0.679927223683591,1,0,0,1,1,1
0,1,8,31,-0.8129930134744288,1,0,1,1,0,0
0,1,4,26,1.0050239902152793,1,1,0,0,1,1
0,0,1,19,-1.659166842216859,0,0,1,1,0,0
0,1,11,18,0.8173756892879112,0,0,0,0,1,0
2,1,11,21,0.32412852888186494,1,0,0,1,1,1
1,0,4,13,-0.42740353993268265,0,0,0,1,1,0
4,1,3,13,1.4034111305398642,0,0,1,1,0,0
4,1,8,22,1.6579786874437674,1,0,0,0,1,1
0,1,3,7,-0.5872219390553548,0,0,0,1,0,0
3,1,8,30,-0.12135083791243635,1,0,0,1,0,0
0,0,1,11,-0.5548293607068042,1,0,0,0,1,1
0,1,8,10,-1.3018611130213769,1,0,1,0,1,1
3,0,10,5,-0.87141051680205,0,0,1,0,1,0
1,0,4,29,1.0096594201436602,1,0,0,1,1,1
0,1,8,13,-0.6213363475043577,1,0,1,1,1,1
0,0,10,13,0.0906144156810788,0,0,0,1,1,0
0,1,10,21,1.168126684982275,1,0,0,1,1,1
1,0,10,7,1.2380080430430889,0,0,0,1,1,0
0,1,6,23,0.01090442181546914,1,0,1,1,1,1
0,1,3,24,1.3627593108241538,1,0,0,0,1,1
0,1,9,7,0.5962227225628073,1,0,1,1,0,0
0,1,2,21,0.5498337788101769,0,0,1,1,0,0
2,0,8,18,-1.66790071280688,1,0,0,1,1,1
0,1,9,25,0.9471434761543984,1,0,1,1,1,1
0,1,8,26,-0.7270643374552738,1,0,1,1,1,1
0,1,9,16,0.1777106102995343,1,0,0,1,0,0
0,1,10,18,-1.3963227217113852,1,0,1,0,0,0
0,0,2,24,-0.300047008096205,0,0,0,1,0,0
1,1,11,19,-0.033201451441792686,1,0,0,1,0,0
0,1,10,17,0.28273531753336406,1,0,1,1,0,0
0,1,7,2,-0.7984631232504906,1,0,0,0,1,1
2,1,10,25,1.5839815664869021,1,0,1,0,0,0
0,1,6,30,1.078816708806095,0,0,0,0,1,0
0,1,9,26,0.574653076274243,1,0,0,0,1,1
0,1,10,26,-0.9015408113365252,0,0,1,0,1,0
1,1,5,7,0.24601218058206611,1,0,1,0,0,0
1,1,9,18,0.2555255517205816,0,0,1,0,1,0
0,1,10,13,-0.8208330567688426,0,0,1,0,1,0
0,0,8,29,1.4580419934252433,0,1,0,0,0,0
0,1,6,29,-0.6413400638021685,1,0,1,0,0,0
0,1,8,6,1.5615492729246705,0,0,0,1,1,0
0,1,3,29,-1.4390081717469458,1,0,1,0,1,1
0,1,8,23,1.4485320867336098,1,0,0,0,0,0
0,1,1,30,0.09767495842699819,0,0,0,1,1,0
0,1,12,30,-0.42815878935300195,0,0,0,1,0,0
1,1,10,30,0.45154395631533983,1,0,0,1,0,0
0,0,9,25,0.12862286242567217,1,0,0,1,1,1
0,1,6,16,-1.499334585306658,1,0,1,1,1,1
0,0,10,13,-0.19615863943973608,0,0,1,1,1,0
0,1,10,1,-0.5937073836188294,0,0,1,1,0,0
0,1,5,10,0.14625689705605943,0,0,1,0,0,0
0,0,9,12,0.23171440829923548,0,0,1,0,1,0
1,1,10,24,0.026376641591364988,1,0,0,0,0,0
0,1,2,28,1.004175200729141,1,0,0,0,1,1
0,1,4,6,-1.3082564819659142,0,0,0,1,0,0
2,1,4,9,0.7738310564255656,1,0,0,1,1,1
1,0,8,11,0.4267073366168631,0,0,1,0,0,0
0,1,8,25,0.7046044788254866,0,0,0,0,1,0
4,0,6,30,-1.3753073869239727,1,0,0,1,1,1
1,1,8,6,0.582236750499374,1,1,0,0,1,1
0,1,6,13,1.6065108645618347,1,1,0,1,0,0
0,1,7,22,1.5873767244314558,1,0,1,0,1,1
0,1,9,25,0.39714867581795027,0,0,0,0,1,0
0,0,6,27,-0.9654875718881345,0,0,1,0,1,0
2,1,3,1,-0.6115666072965595,1,0,1,1,1,1
0,1,7,26,0.8042662222856741,0,1,0,0,1,0
2,1,10,9,0.9267448129120174,1,0,1,0,0,0
0,1,9,30,0.5063341837573001,1,0,0,0,1,1
0,1,11,19,-1.1339255148537148,1,0,1,0,1,1
2,0,6,12,-1.4133989803937388,1,0,1,1,0,0
2,0,11,20,-0.6351075238610945,0,0,1,0,1,0
0,1,1,11,0.265735276682419,1,0,1,1,0,0
0,1,11,1,0.33342017541991964,0,0,1,0,1,0
0,1,2,21,-0.3530876898626552,0,0,0,0,1,0
0,1,2,24,0.913139930005626,1,0,0,0,1,1
2,0,10,12,-0.7853086184387851,0,0,1,1,1,0
0,1,7,20,1.5135112524561143,0,0,1,0,1,0
0,1,2,12,-0.02963653560001104,1,0,1,1,1,1
2,1,8,13,1.0932669167517424,1,0,0,1,1,1
0,0,5,13,0.4691849198394917,0,0,1,1,1,0
3,1,12,18,1.1197699354005564,0,0,0,0,1,0
0,1,9,18,1.6733088648974932,0,0,0,1,0,0
0,1,4,21,1.569049800424629,1,0,0,1,1,1
2,1,6,13,1.5212750779191198,1,0,1,1,1,1
2,0,4,3,-1.4870357988748553,1,0,0,0,1,1
0,1,11,28,-0.766472420740275,0,0,0,1,0,0
0,1,9,20,-1.284816034360963,0,0,1,1,1,0
0,0,7,20,-1.4382459934328622,0,0,1,0,1,0
2,1,6,14,1.2292984235812434,1,0,0,0,0,0
0,1,12,13,-1.3352410587313537,1,0,0,0,0,0
0,0,5,20,-0.4792178075028347,0,0,0,1,1,0
0,1,9,22,0.3008890191960813,1,0,1,0,1,1
4,1,4,13,0.810949140321434,1,0,0,0,1,1
0,1,6,12,1.1156091346950368,1,0,0,1,1,1
0,1,3,7,-1.6713963397110176,0,0,0,0,0,0
2,1,10,20,0.26146014922978666,1,0,0,1,1,1
0,1,3,11,0.5408331458102269,1,0,0,1,0,0
0,1,8,29,1.106757472911021,1,0,1,1,1,1
0,1,12,13,1.6178569281010329,1,0,0,1,0,0
0,1,9,20,1.7244960675819674,1,0,0,1,0,0
0,1,7,18,-0.26625479320724654,1,0,1,0,0,0
0,1,7,1,0.8623130297969003,1,1,0,0,0,0
4,0,10,13,-1.071243277414108,0,1,0,0,0,0
0,1,11,20,-1.0635660631231574,1,0,1,0,0,0
0,1,10,10,1.5778183154834717,1,0,1,1,0,0
0,1,8,21,0.7094789555887393,0,0,0,0,1,0
0,1,4,12,-0.9556035049332238,1,0,1,0,0,0
0,1,6,26,0.8591257386652783,1,0,1,1,0,0
0,1,8,21,-1.1643364295856482,0,0,1,1,0,0
0,1,11,30,-0.5933609389306096,1,0,0,0,0,0
2,1,12,22,1.3380785912353759,0,0,0,1,0,0
0,0,9,19,1.2717482912288147,0,0,1,1,1,0
3,0,3,25,-0.4632155273539625,0,0,1,0,1,0
0,1,12,16,-0.9049117181529038,0,0,0,1,0,0
0,1,11,9,-0.2106227051729124,1,0,1,1,1,1
2,1,2,18,0.13432187754688768,0,0,0,0,0,0
2,1,4,12,-0.1579319325415642,0,0,0,1,0,0
0,1,5,16,-1.181641341762227,1,0,1,0,1,1
0,1,6,26,0.9008238213394123,1,0,1,1,1,1
0,1,11,21,1.2765811946294805,1,1,0,0,1,1
0,1,1,9,1.7039553620174157,1,0,0,1,1,1
0,1,2,16,-0.9873620895023321,0,0,1,0,1,0
0,0,5,11,-1.5099357927661836,0,0,0,1,1,0
2,1,11,7,0.5203166913738507,1,0,0,1,0,0
0,1,6,10,0.4783691685241984,0,0,0,0,1,0
1,1,8,10,-0.04191799979740259,0,0,1,1,0,0
2,1,9,17,-0.8234071408023157,0,0,0,1,1,0
0,0,1,14,-0.4805827995744207,1,1,0,1,1,1
0,0,9,1,-0.5651603413095185,0,0,1,1,1,0
0,0,4,9,-0.8036736513613163,0,0,1,0,1,0
0,0,2,7,-0.07485796075334036,0,0,0,0,1,0
2,1,1,5,1.106809439614254,1,0,1,1,1,1
0,1,12,1,0.22496566577271376,1,1,0,1,1,1
0,1,5,7,1.6233792564312566,0,0,1,1,1,0
0,0,1,17,-0.14514812354625403,1,0,0,0,1,1
0,0,12,13,1.1612913312836985,0,0,0,0,0,0
1,1,11,6,-0.9382847349691164,0,0,0,1,1,0
0,1,5,2,1.4604220684333136,0,0,0,0,0,0
0,1,1,31,0.10455881438192541,1,0,0,0,1,1
0,1,7,12,-1.3110869350686698,0,0,1,1,1,0
1,1,7,7,-0.40941613172031105,1,1,0,1,1,1
1,1,11,17,-0.43320302401348204,1,0,1,0,0,0
0,1,8,20,0.7886831402095481,1,0,0,1,1,1
1,1,6,15,-0.4476532319591296,1,0,1,1,0,0
0,1,11,10,-0.08147505429833851,1,0,0,0,1,1
0,1,5,28,1.0885206245231314,0,0,0,0,1,0
0,1,11,1,0.19509866920128552,0,0,1,1,1,0
2,1,12,12,-0.2236940632594453,1,0,0,0,1,1
1,1,12,6,0.9566325961647386,0,0,1,0,1,0
0,1,7,17,0.07472299783243698,1,0,0,1,0,0
0,1,11,23,1.2980087985958748,1,0,0,0,1,1
0,1,6,7,-1.3806564929100862,0,0,0,0,0,0
0,0,7,29,0.9728981742766578,0,0,0,0,1,0
1,1,6,11,1.024140808111247,1,0,0,0,1,1
0,1,9,5,0.4227093649148067,1,0,1,0,0,0
4,0,6,23,0.011465662210385164,0,0,1,1,1,0
2,0,3,6,1.262442786903231,1,0,0,1,1,1
1,1,11,18,-0.16837377544450885,1,0,0,0,1,1
2,1,5,21,-1.4305133479917964,0,0,1,1,1,0
0,1,11,2,0.6526204533581071,1,0,0,1,1,1
1,0,7,9,-1.6489882972769614,1,0,1,1,1,1
0,1,4,29,0.2756124147435653,0,0,0,0,1,0
0,1,8,15,0.23030437841818102,1,0,1,1,1,1
1,1,11,12,-1.461277636305714,0,0,1,1,0,0
0,1,2,15,1.256241426984097,0,1,0,1,0,0
0,1,11,13,1.2280893316193564,0,0,0,1,1,0
0,1,3,3,-1.2127243591893067,0,0,0,1,0,0
0,1,2,6,1.4594104499437117,1,0,0,1,1,1
0,0,12,25,0.055741293364874295,1,0,0,1,1,1
0,0,10,4,-1.0980130584728514,1,0,1,1,1,1
0,1,2,3,-0.7213895734622335,1,0,1,0,0,0
0,0,12,19,-0.8470485263264341,1,0,0,1,1,1
0,1,2,24,-0.34645327408324617,0,0,1,0,0,0
2,1,7,14,-0.8142298210113733,1,1,0,1,1,1
0,1,5,7,1.3985886204798446,1,0,0,1,1,1
0,0,7,1,-0.0755335278953689,1,0,0,1,1,1
0,1,4,21,0.9384234633519065,0,0,1,1,1,0
0,1,8,17,1.0279932730442516,1,0,0,1,0,0
1,0,8,1,-1.3051661953469935,0,0,1,1,1,0
1,0,7,26,-1.0778465131715773,1,0,1,1,1,1
0,1,5,3,-1.4304024856915663,0,0,0,0,1,0
0,1,6,2,-0.22471261064281134,1,0,1,1,0,0
1,1,8,24,1.4811117452137992,1,0,0,1,1,1
0,1,2,15,0.7471686732201704,0,1,0,1,0,0
0,1,1,3,-0.7703803168233944,0,0,0,0,1,0
0,0,12,2,1.0472036310060389,1,0,0,1,1,1
2,1,6,15,-0.12356461947016094,1,0,0,1,1,1
0,0,11,13,-0.5679561499434522,1,1,0,0,1,1
0,0,3,11,-1.6174237217332563,0,0,0,0,1,0
0,0,11,11,-0.6274476318045549,0,0,1,1,1,0
5,0,2,13,0.7784526285664177,0,0,0,0,0,0
0,1,4,27,1.1687225698460129,0,0,1,1,0,0
0,1,1,6,0.5453992868009636,1,1,0,1,0,0
1,1,2,3,-1.3936620265058572,0,0,1,1,0,0
0,1,4,2,-1.249052549196034,1,0,0,1,0,0
0,1,9,26,1.0116099037383375,1,0,0,0,1,1
1,1,7,28,0.3166106791474955,0,0,1,0,1,0
1,1,6,15,0.8273498318617589,0,0,1,0,1,0
0,1,12,26,0.39115171826486583,1,0,0,0,1,1
0,1,2,17,0.33607740617856546,1,0,0,1,1,1
0,1,3,17,-0.007398251063182748,1,0,1,0,1,1
0,1,7,3,1.7171064023822393,0,0,1,1,1,0
0,1,8,16,-0.0624275253400142,1,0,0,0,1,1
0,1,1,26,-0.6834088422926978,1,0,0,1,0,0
0,1,10,24,-0.9501227499655867,1,0,0,1,1,1
0,1,8,11,-0.20696424926531157,1,0,1,0,1,1
0,1,4,15,-1.5316197658018604,1,0,0,0,1,1
0,1,12,30,0.0625489314883934,1,0,0,0,1,1
0,1,7,26,-0.09342739604192132,1,0,0,1,1,1
0,1,9,7,1.1895438956080224,1,0,0,1,1,1
0,0,10,14,0.31389108834497004,1,0,0,0,1,1
0,1,9,27,0.6600690141548327,1,1,0,0,0,0
2,0,5,8,-0.7545096856560457,1,0,0,1,1,1
1,1,11,9,0.10052619821104693,0,0,1,0,1,0
0,0,3,14,0.556274185564183,1,0,0,0,1,1
2,0,3,15,-0.6221574214154386,1,0,0,0,1,1
0,1,8,31,-1.1317810222336346,0,0,1,1,0,0
2,1,11,15,0.5625136543990215,1,0,0,1,1,1
0,1,9,16,-1.1221741110292995,1,1,0,1,0,0
0,0,8,31,0.22958377346668388,0,0,0,0,1,0
5,0,2,2,-0.5769637118371669,1,0,0,1,1,1
0,1,3,27,1.4956728154596772,1,0,1,0,1,1
0,1,3,2,1.4019248828274016,0,0,1,1,0,0
3,0,6,29,-1.329587081419607,1,1,0,1,1,1
0,1,11,12,1.7206124226270232,1,1,0,0,1,1
0,1,6,18,-0.21567040428027465,1,0,0,1,1,1
0,1,10,27,-0.5635736246374718,1,0,1,0,1,1
0,1,10,30,1.4552531136850742,0,0,1,1,1,0
0,1,9,11,1.0808745902541204,0,0,0,0,1,0
0,1,8,14,-0.17025843454842438,1,0,1,1,0,0
0,0,5,20,-1.0840963753470623,0,0,1,1,0,0
0,1,4,19,0.5308243587675571,1,0,1,0,1,1
4,1,1,17,0.17484204828107452,0,1,0,1,0,0
2,1,4,4,0.3168739771105423,1,0,1,1,1,1
0,1,10,27,-0.5389899095613955,1,0,1,1,1,1
0,0,5,18,-1.4963378387535569,1,0,1,1,1,1
3,1,7,17,1.5072302102586892,1,0,0,1,0,0
0,1,4,7,0.27477748304495564,0,1,0,1,1,0
0,1,5,3,-0.24497269600990493,0,0,0,1,1,0
2,1,3,15,0.18643755199579073,1,1,0,1,0,0
0,1,3,23,-0.025513843810195645,0,0,0,0,0,0
0,1,9,11,0.0434182558048964,0,0,0,1,0,0
0,1,1,30,0.7577283073171096,1,0,1,0,1,1
0,1,11,30,0.5121821700944499,1,0,0,1,0,0
0,1,1,2,-0.12354036834198565,1,0,1,1,0,0
0,0,10,2,-0.9448602551515279,0,0,0,1,1,0
1,1,4,14,-0.3959047888797392,1,0,1,1,0,0
0,1,3,25,-0.8638441648113296,1,0,0,1,0,0
2,1,1,20,-1.555063677853694,1,0,1,0,1,1
0,1,11,23,0.7681458990918789,1,0,1,0,1,1
